,term,weight,term,weight,term,weight,term,weight,term,weight,term,weight,term,weight,term,weight,term,weight,term,weight,term,weight
25,person,0.007474670793307834,investigation,0.006450986376626619,breach,0.007788656732907075,process,0.0074869087289565935,instagram,0.006872751732810809,head,0.007858979067205289,cloud,0.008187449501750606,hit,0.007164971251658559,leader,0.007139663139066925,remember,0.007468682119796471,advertiser,0.006447743289848553
26,tweet,0.007314082162982861,remain,0.006409367109680641,affect,0.007595321282090233,key,0.007299375369657102,stay,0.006668031468429211,discuss,0.007682702901211899,management,0.008160517102073795,high,0.0070028011204481795,hand,0.007109852437024892,content,0.007200880768887434,life,0.006057879742090268
27,wait,0.007314082162982861,retweete,0.006187397685968758,track,0.0075677019319735405,design,0.00725609844058799,socialmedia,0.006653408592401953,role,0.007051046639735586,trend,0.007904659305144088,important,0.006899601946041575,release,0.006036667163511701,pretty,0.007141369357574315,show,0.0060428849902534115
28,fix,0.006846915238401121,attack,0.006076412974112816,consent,0.007346747131040007,source,0.00686660607896597,tip,0.006317082443775042,tomorrow,0.0065369078222548655,robotic,0.007662267708052788,set,0.006899601946041575,decide,0.005962140408406618,start,0.007052102240604636,feel,0.006012895486579697
29,forget,0.006730123507255686,british,0.005909935906328903,setting,0.006628644028006021,small,0.006707924005712554,game,0.0062439680636387565,member,0.006507528461255968,discussion,0.007648801508214382,info,0.006870116467639687,audience,0.005902519004322552,abuse,0.007037224387776356,level,0.005683010946168841
30,finally,0.006379748313819381,steal,0.005729585749562997,force,0.0063386408517807575,offer,0.006505965003390026,feed,0.006010002047202644,testify,0.006390011017260375,dataanalytic,0.007339078911931053,order,0.006781660032434026,interest,0.005664033387986287,moment,0.006427232421816883,thought,0.005593042435147699
31,mind,0.0061315658851353325,parent,0.005674093393635027,reveal,0.006076257025672186,consumer,0.006404985502228762,night,0.005951510543093615,close,0.0063018729342636795,science,0.007123619714516563,fail,0.006634232640424591,publish,0.005410642420629006,fight,0.006397476716160324,suggest,0.0055030739241265555
32,contact,0.006116966918742153,truth,0.005674093393635027,leak,0.005951969950147073,risk,0.0062463034289753465,community,0.00587839616295733,minute,0.006213734851266985,deep,0.006746566119041206,large,0.005852867462774584,politic,0.00535102101654494,create,0.006352843157675484,people,0.0052781526465736995
33,remove,0.005839586557271745,involve,0.005646347215671041,expose,0.005565299048513389,improve,0.006102046998744969,amazing,0.005527447138303162,sound,0.006140286448769739,robot,0.006746566119041206,developer,0.005734925549167035,conservative,0.005321210314502906,book,0.006204064629392686,study,0.005053231369020843
34,sign,0.005664398960553593,stand,0.005077550567409339,company,0.005496250673221659,experience,0.006087621355721932,blog,0.005425087006112362,competition,0.005978699963275799,deeplearning,0.006692701319687584,download,0.005675954592363261,record,0.005231778208376807,web,0.006159431070907846,worth,0.004873294346978557
35,bit,0.005576805162194516,bank,0.004883327321661441,device,0.005468631323104967,connect,0.005986641854560667,music,0.00533734974994882,forward,0.005890561880279104,artificial,0.006611904120657151,fine,0.00563172637476043,interview,0.005142346102250708,politician,0.006010652542625048,practice,0.0048283100914679866
36,interested,0.00550381033022862,labour,0.004744596431841514,confirm,0.005454821648046622,solution,0.005943364925491554,detail,0.00508876085748545,hour,0.005743665075284613,innovation,0.006584971720980339,manage,0.005513784461152882,regard,0.004888955134893427,search,0.00581724045585741,promote,0.0047383415804468434
37,catch,0.005430815498262723,fund,0.004605865542021586,harvest,0.00542720229792993,increase,0.005943364925491554,click,0.004606205948585968,file,0.005684906353286816,hire,0.0062213843253433885,issue,0.005395842547545334,snp,0.004888955134893427,matter,0.005534561252120094,speech,0.0047383415804468434
38,attention,0.005387018599083185,manipulate,0.004564246275075608,firm,0.005385773272754892,expert,0.005943364925491554,image,0.004474600064340655,meltdown,0.005626147631289019,smart,0.005197953137624563,shut,0.005292643373138729,local,0.00487404978387241,nee,0.0054750498408069745,ethic,0.004723346828609987
39,cost,0.005343221699903647,illegal,0.004467134652201659,legal,0.005289105547346471,huge,0.005914513639445478,twitt,0.004269879799959056,ahead,0.005464561145795079,software,0.005184486937786156,test,0.005248415155535899,press,0.004829333730809361,safe,0.004567500818281905,kid,0.004618383565751987
40,woman,0.00527022686793775,ban,0.004453261563219666,effect,0.0049852926960628615,opportunity,0.005813534138284214,content,0.004211388295850028,morning,0.005420492104296732,insight,0.004942095340694856,major,0.0048061329795075925,short,0.004590848114473096,worry,0.004478233701312227,mention,0.004618383565751987
41,block,0.005182633069578673,cover,0.004439388474237674,dataprotection,0.004916244320771132,data,0.005568298206892572,stream,0.004196765419822771,senator,0.005391112743297833,cryptocurrency,0.004578507945057905,form,0.004776647501105706,note,0.004546132061410046,opinion,0.004463355848483947,type,0.004618383565751987
42,shit,0.0051242372040059565,fraud,0.004439388474237674,standard,0.004736718545012636,hack,0.005481744348754346,youtube,0.003875062147223116,lawmaker,0.0053764230627983845,rise,0.004484244546189065,massive,0.004761904761904762,side,0.00444179460426293,responsibility,0.004344333025857708,threat,0.004558404558404558
43,family,0.005109638237612777,anti,0.004314530673399739,promise,0.004612431469487523,sale,0.005250934060385742,picture,0.0036703418828415175,chance,0.005067939772309953,iiot,0.00447077834635066,review,0.004732419283502875,journalist,0.00444179460426293,blame,0.004284821614544589,excellent,0.004528415054730844
44,address,0.005080440304826418,due,0.004161926694597819,misuse,0.004557192769254139,focus,0.005193231488293591,creative,0.003597227502705232,give,0.0049504223283143595,machinelearning,0.003945596552652841,profit,0.004732419283502875,office,0.004411983902220897,save,0.004225310203231469,individual,0.004438446543709702
45,whatsapp,0.005007445472860522,propaganda,0.004148053605615826,recognition,0.00441909601867068,benefit,0.00513552891620144,follower,0.0035826046266779752,demand,0.004876973925817114,smartcitie,0.003891731753299219,accord,0.004658705587498157,price,0.0043970785511998805,giant,0.004061653822120392,reality,0.0042884990253411305
46,long,0.004949049607287804,hide,0.003995449626813906,require,0.004267189593028876,mobile,0.004818164769694609,school,0.0034509987424326616,happy,0.004876973925817114,career,0.003649340156207918,simple,0.00458499189149344,version,0.0043523624981368315,fire,0.0039575088523224325,surveillance,0.004168541010646274
47,life,0.004890653741715087,american,0.003967703448849921,collection,0.00408766381727038,potential,0.004774887840625496,touch,0.0034217529903781477,set,0.004803525523319868,learning,0.0034608133584702397,nice,0.0045260209346896655,single,0.004188403636905649,imagine,0.0039575088523224325,tv,0.004138551506972559
48,absolutely,0.004335893018774271,police,0.003842845648011986,maker,0.003949567066686921,develop,0.00455850319527993,official,0.0033778843622963763,tonight,0.004627249357326478,scientist,0.003420414758955023,store,0.004496535456287779,choose,0.004158592934863616,act,0.0038979974410093135,expect,0.0040635777477882745
49,fuck,0.004160705422056118,protest,0.003842845648011986,million,0.0038528993412784997,employee,0.004500800623187778,offer,0.0033486386102418624,conference,0.004627249357326478,insurtech,0.0033665499596014004,wake,0.004481792717086834,line,0.004158592934863616,society,0.003764096765554795,mistake,0.003958614484930275
50,surprise,0.00411690852287658,sign,0.0037873532920840156,apply,0.003825279991161808,analysis,0.00429884162086525,patient,0.0033486386102418624,raise,0.0045978699963275796,finance,0.003272286560732561,researcher,0.004422821760283061,fall,0.004143687583842599,make,0.0037492189127265154,brilliant,0.0038686459739091317
51,request,0.004043913690910683,dark,0.0037873532920840156,facial,0.003811470316103462,ready,0.00429884162086525,cool,0.003275524230105577,front,0.004539111274329783,development,0.003272286560732561,sense,0.004319622585876456,happen,0.003994634073632434,relationship,0.003689707501413396,difference,0.0035087719298245615
52,dead,0.004029314724517504,bot,0.0037318609361560446,harvesting,0.0037838509659867702,approach,0.004183436476680948,fan,0.003275524230105577,skill,0.004495042232831436,automation,0.0032049555615405335,strong,0.004260651629072682,director,0.003994634073632434,handle,0.003689707501413396,predict,0.0034937771779877044
53,receive,0.003956319892551607,fbpe,0.0037318609361560446,sharing,0.0037562316158700785,manager,0.003967051831335382,match,0.003173164097914778,refuse,0.004377524788835843,city,0.0031914893617021275,current,0.004216423411469851,push,0.003979728722611418,end,0.0036450739429285564,spy,0.003433798170640276
54,funny,0.003941720926158428,corbyn,0.003704114758192059,scrape,0.003687183240578349,partner,0.003837221044128042,car,0.0029684438335331794,grill,0.004318766066838046,health,0.0031376245623485053,activity,0.004186937933067964,charge,0.0038157698613802355,sort,0.003526051120302318,stupid,0.0033738191632928477
55,kill,0.0038395281614061723,ignore,0.003690241669210066,founder,0.00361813486528662,database,0.003822795401105004,art,0.002763723569151581,yesterday,0.004171869261843555,enterprise,0.0031106921626716942,class,0.004172195193867021,choice,0.00366671635117007,time,0.003526051120302318,exist,0.003328834907782276
56,guess,0.003795731262226634,connection,0.003690241669210066,dataprivacy,0.003590515515169928,purpose,0.0036929646138976644,pop,0.002763723569151581,enter,0.0040543518178479615,sensor,0.0031106921626716942,fast,0.004142709715465134,complete,0.0035921895960649873,lol,0.0034665397089891988,eye,0.003298845404108562
57,secret,0.003605944699115303,foreign,0.0036208762243001027,detail,0.0035214671398781988,growth,0.0036929646138976644,food,0.0027344778170970666,prepare,0.003995593095850165,gt,0.0031106921626716942,executive,0.004054253280259473,poor,0.0035921895960649873,completely,0.0033326390335346803,lack,0.003283850652271705
58,option,0.003605944699115303,war,0.00360700313531811,chinese,0.0034524187645864693,computer,0.0032890466092526075,snapchat,0.0027198549410698096,home,0.003966213734851267,datascientist,0.003043361163479666,amount,0.004024767801857585,drop,0.003547473543001938,regulate,0.0032582497693932812,quit,0.003283850652271705
59,totally,0.003576746766328944,tax,0.0034543991565161897,limit,0.0031624155883612057,student,0.003245769680183494,hospital,0.0026906091890152957,early,0.003922144693352919,smartcity,0.0030029625639644494,scale,0.003685684800235884,powerful,0.003547473543001938,aware,0.0032136162109084416,topic,0.003268855900434848
60,conversation,0.0035621477999357646,cheat,0.0034266529785522046,special,0.0030933672130694766,program,0.0030870876069300788,pic,0.0026906091890152957,present,0.0038927653323540213,dataviz,0.0029625639644492324,discover,0.003611971104231166,whistleblower,0.003532568191980921,responsible,0.003183860505251882,kind,0.0031638926375768483
61,apparently,0.0035621477999357646,crime,0.0034266529785522046,irish,0.0029966994876610554,gain,0.0030870876069300788,cover,0.0026759863129880387,important,0.003863385971355123,education,0.002814435766226771,roll,0.0035972283650302227,expect,0.003413325383812789,destroy,0.003094593388282203,online,0.0031189083820662767
62,young,0.0034015591696107917,cut,0.0033572875336422407,policy,0.00291384143731098,knowledge,0.0030870876069300788,load,0.0026759863129880387,session,0.003628351083363937,algorithm,0.0028009695663883654,accuse,0.0035677428866283355,regulator,0.003413325383812789,mess,0.003079715535453923,relevant,0.0030739241265557056
63,miss,0.0034015591696107917,paper,0.003343414444660248,ensure,0.002886222087194288,secure,0.003072661963907041,text,0.0026321176849062673,miss,0.003628351083363937,application,0.002639375168327498,enable,0.0032139171458056906,fear,0.0033984200327917724,advert,0.003020204124140804,fully,0.00299895036737142
64,literally,0.003343163304038074,death,0.0033156682666962626,compromise,0.0027757446867275213,success,0.003072661963907041,host,0.0026174948088790104,avoid,0.0035695923613661405,futureofwork,0.0025855103689738754,corporate,0.003184431667403804,journalism,0.0033835146817707555,media,0.002856547743029726,identify,0.00299895036737142
65,realise,0.0032847674384653565,manipulation,0.003190810465858328,citizen,0.002692886636377446,space,0.003043810677860966,fun,0.002559003304769982,pm,0.0035695923613661405,statistic,0.0025181793697818477,introduce,0.003140203449800973,attempt,0.0032642718736026234,throw,0.0028119141845448863,suit,0.002968960863697706
66,notice,0.0031971736401062807,democratic,0.003135318109930357,permission,0.0026790769613191,leadership,0.002971682462745777,invite,0.00247126604860644,join,0.003554902680866691,transform,0.002504713169943442,guide,0.003110717971399086,black,0.003249366522581607,effort,0.0027077692147469278,common,0.0029089818563502773
67,close,0.0031971736401062807,racist,0.003079825754002386,globally,0.0026790769613191,performance,0.0029284055336766634,advice,0.00247126604860644,sit,0.003525523319867793,feedly,0.002504713169943442,gather,0.0030664897537962554,marketer,0.0032195558205395736,zuck,0.0027077692147469278,scary,0.0028040185934922776
68,joke,0.0031679757073199218,pro,0.0030659526650203936,extend,0.0025409802107356416,mining,0.0029284055336766634,engagement,0.00247126604860644,court,0.0034667645978699963,technew,0.0024508483705898195,crisis,0.003037004275394368,total,0.003204650469518557,rich,0.002678013509090368,organisation,0.002714050082471135
69,meme,0.003138777774533563,interference,0.0030659526650203936,billion,0.002458122160385566,deliver,0.0029284055336766634,quick,0.002456643172579183,ticket,0.003217040029379361,bitcoin,0.0024508483705898195,messenger,0.0029632905793896508,client,0.0031897451184975407,letter,0.002603624244948969,brain,0.002699055330634278
70,log,0.0030803819089608455,fair,0.003024333398074415,pass,0.0024028834601521826,solve,0.0028995542476305883,perfect,0.0023689059164156406,door,0.003202350348879912,insurance,0.0022488553730137355,apple,0.00291906236178682,compare,0.0031003130123714415,fakenew,0.002588746392120689,recommend,0.0026240815714499927
71,folk,0.0030365850097813073,general,0.0030104603090924226,agreement,0.0022785963846270697,sector,0.0028130003894923615,chat,0.0023396601643611266,congressional,0.0031435916268821155,retail,0.0021680581739833018,main,0.00291906236178682,dear,0.0031003130123714415,struggle,0.0024846014223227305,survey,0.0026090868196131352
72,longer,0.003021986043388128,criminal,0.0030104603090924226,condition,0.002264786709568724,effective,0.0027985747464693237,highlight,0.0022957915362793553,enjoy,0.003099522585383768,cloudcompute,0.0021545919741448962,begin,0.002830605926581159,damage,0.0030257862572663588,coverage,0.002425090011009611,basic,0.002594092067776278
73,die,0.0028905953458495137,tie,0.002885602508254488,improperly,0.002237167359452032,operation,0.002726446531354135,tune,0.0022519229081975844,lawyer,0.0030554535438854203,recruitment,0.0020468623754376514,active,0.002815863187380215,figure,0.0029661648531822925,spot,0.0023358228940399323,behaviour,0.002594092067776278
74,mine,0.0028905953458495137,electoral,0.002830110152326517,comply,0.002112880283926919,implement,0.0026831696022850218,weekend,0.0022519229081975844,register,0.003026074182886522,payment,0.002033396175599246,similar,0.0028011204481792717,respect,0.0028767327470561933,probe,0.0023060671883833725,voice,0.002579097315939421
75,basically,0.0028905953458495137,windrush,0.002816237063344524,facebookgate,0.0020852609338102273,financial,0.002668743959261984,fantastic,0.0022373000321703274,attend,0.0029966948218876238,chatbot,0.002006463775922435,lawsuit,0.0027716349697773845,support,0.002787300640930094,treat,0.002246555777070253,difficult,0.0024741340530814214
76,remind,0.0028321994802767963,corruption,0.002760744707416553,assume,0.002030022233576844,code,0.002625467030192871,card,0.002208054280115813,committee,0.002908556738890929,growthhacke,0.0019525989765688122,copy,0.0027421494913754977,important,0.002787300640930094,recently,0.0022316779242419734,thing,0.0024591393012445644
77,mark,0.002788402581097258,declare,0.002719125440470575,compliance,0.001988593208401806,invest,0.00256776445810072,eat,0.002178808528061299,tough,0.002864487697392582,advance,0.0019391327767304067,revenue,0.002697921273772667,boy,0.002787300640930094,publisher,0.0021870443657571337,water,0.0024441445494077074
78,anymore,0.0027446056819177204,canadian,0.002622013817596626,processing,0.0019747835333434605,communication,0.002553338815077682,exclusive,0.002178808528061299,president,0.002776349614395887,shape,0.0018987341772151898,transparency,0.0026831785345717233,hot,0.002787300640930094,advertise,0.0021424108072722946,explore,0.0024291497975708503
79,apology,0.0027154077491313615,conspiracy,0.002608140728614633,accept,0.0018919254829933851,include,0.0025389131720546443,travel,0.002091071271897757,summon,0.0027469702533969888,domain,0.0018987341772151898,direct,0.0025799793601651187,pressure,0.002772395289909077,spread,0.002127532954444015,directly,0.0023691707902234217
80,actual,0.0025548191188063886,corrupt,0.002608140728614633,legislation,0.0018643061328766934,aim,0.0025244875290316065,popular,0.0020764483958705,debate,0.0027175908923980905,banking,0.0018718017775383787,identity,0.0025504938817632315,heart,0.0027574899388880607,multiple,0.0020680215431308955,language,0.0023691707902234217
81,fucking,0.0025548191188063886,thousand,0.002524902194722677,reportedly,0.0018643061328766934,boost,0.0025100618860085687,shop,0.0019887111397069576,part,0.002658832170400294,revolution,0.0018583355776999732,statement,0.0025504938817632315,style,0.0027425845878670443,lip,0.0020680215431308955,operate,0.0023391812865497076
82,accept,0.0024964232532336712,deny,0.002511029105740684,seek,0.0018643061328766934,apply,0.0024956362429855313,original,0.0019594653876524436,room,0.002600073448402497,transformation,0.0018314031780231619,light,0.002506265664160401,staff,0.0026680578327619615,independent,0.0020680215431308955,consequence,0.0023091917828759936
83,serve,0.0024818242868404916,supporter,0.0024971560167586916,location,0.0017400190573515805,quality,0.0024667849569394557,produce,0.0019448425116251865,mep,0.002600073448402497,prediction,0.0018314031780231619,prevent,0.0024915229249594575,transparency,0.0024444775674467133,waste,0.0020531436903026153,lesson,0.002264207527365422
84,alternative,0.002452626354054133,aggregateiq,0.002455536749812713,violate,0.001698590032176543,entrepreneur,0.0024667849569394557,print,0.0019009738835434153,format,0.0025266250459052516,engineer,0.0017102073794775115,prove,0.002476780185758514,subject,0.002429572216425697,weird,0.001934120867676377,suck,0.002204228520017994
85,mail,0.002408829454874595,threaten,0.0023861713049027496,flag,0.001684780357118197,ethical,0.002365805455778191,favourite,0.0018863510075161584,baby,0.0025119353654058023,industrial,0.0016967411796391058,shift,0.0024620374465575703,german,0.0023252347592785812,modern,0.001919243014848097,document,0.0021892337681811364
86,ill,0.0023504335893018776,funding,0.0023445520379567716,complaint,0.0016571610070015052,training,0.002365805455778191,film,0.0018863510075161584,stage,0.002482556004406904,seo,0.0016563425801238891,warn,0.002447294707356627,tour,0.0023252347592785812,agenda,0.0018597316035349777,train,0.0021442495126705653
87,adopt,0.002335834622908698,link,0.002302932771010793,server,0.0016571610070015052,positive,0.0023513798127551538,author,0.0018717281314889012,summit,0.0024091076019096586,healthcare,0.0016563425801238891,revelation,0.002447294707356627,walk,0.0023252347592785812,sue,0.0018597316035349777,response,0.002084270505323137
88,dog,0.002248240824549622,farage,0.0022890596820288006,concerned,0.0015881126317097759,reduce,0.002336954169732116,prefer,0.0018571052554616442,half,0.0024091076019096586,purchase,0.0015755453810934554,tracking,0.002388323750552853,guardian,0.0023252347592785812,ready,0.001844853750706698,reading,0.002084270505323137
89,couple,0.002204443925370084,billionaire,0.0022890596820288006,opt,0.0015604932815930842,contract,0.002322528526709078,summer,0.0018424823794343872,chief,0.0024091076019096586,talent,0.0015620791812550499,investor,0.0022114108801415304,position,0.002295424057236548,obvious,0.001844853750706698,method,0.002084270505323137
90,wear,0.0021898449589769046,trade,0.002261313504064815,tracker,0.0015604932815930842,owner,0.0021926977395017385,brother,0.001783990875325359,boss,0.002350348879911862,hashtag,0.0015082143819014275,tinder,0.0021966681409405866,bias,0.002265613355194515,freedom,0.0018299758978784183,strike,0.0020542810016494226
91,suppose,0.0020876521942246487,citizen,0.002247440415082822,sensitive,0.001463825556184663,advantage,0.0021782720964787007,cambridge,0.001783990875325359,stock,0.002350348879911862,landscape,0.001319687584163749,player,0.002181925401739643,engage,0.002265613355194515,extremely,0.0018150980450501383,dangerous,0.0020392862498125656
92,bet,0.0020730532278314695,wing,0.0022335673261008296,quiz,0.0014500158811263171,investment,0.002163846453455663,girl,0.0017401222472435878,respond,0.0022181417554168197,infrastructure,0.001319687584163749,actor,0.0021376971841368126,worth,0.002220897302131465,bit,0.0018150980450501383,teach,0.0020242914979757085
93,response,0.00205845426143829,stopbrexit,0.0021919480591548516,databreach,0.0014223965310096254,professional,0.002149420810432625,channel,0.0017254993712163308,panel,0.0022181417554168197,map,0.0013062213843253435,inform,0.0021376971841368126,pull,0.0022059919511104487,bear,0.0017407087809087392,algorithm,0.0019943019943019944
94,entire,0.002014657362258752,military,0.0021780749701728586,control,0.0014223965310096254,exploit,0.0021205695243865495,doctor,0.0016962536191618166,pick,0.0022034520749173708,compute,0.0013062213843253435,flaw,0.002093468966533982,consultant,0.0022059919511104487,personally,0.0017258309280804595,race,0.00196431249062828
95,surprised,0.002014657362258752,elect,0.0021780749701728586,strict,0.0013947771808929335,successful,0.0021205695243865495,musician,0.0016816307431345597,begin,0.0022034520749173708,predictive,0.0012792889846485322,economic,0.0020492407489311514,describe,0.002161275898047399,teen,0.0017109530752521796,personality,0.00196431249062828
96,notification,0.001970860463079214,tactic,0.0021364557032268806,obtain,0.0013947771808929335,pattern,0.002091718238340474,charity,0.0016523849910800455,bankruptcy,0.0021006243114212266,datamine,0.0012658227848101266,clean,0.0020492407489311514,specific,0.002131465196005366,fit,0.0016365638111107805,safety,0.0019343229869545659
97,reply,0.001927063563899676,rig,0.0021364557032268806,compliant,0.00133953848065955,area,0.0020628669522943987,movie,0.0016231392390255316,football,0.0020859346309217773,emerge,0.0012254241852949098,wide,0.0020050125313283208,nation,0.002131465196005366,reaction,0.0016068081054542208,patent,0.0019193282351177088
98,past,0.001927063563899676,support,0.002108709525262895,bug,0.00133953848065955,essential,0.0020628669522943987,award,0.0015938934869710174,importance,0.002056555269922879,ecommerce,0.0011984917856180987,option,0.0019312988353236032,apologise,0.002101654493963333,switch,0.0016068081054542208,dumb,0.0019193282351177088
99,refer,0.0019124645975064965,retweeted,0.002108709525262895,default,0.0013119191305428584,dollar,0.002048441309271361,tag,0.0015354019828619893,great,0.0019977965479250825,wearable,0.0011580931861028818,transparent,0.0018870706177207726,fool,0.002056938440900283,rely,0.001591930252625941,censor,0.0018893387314439945
